92535,891034,0.250000
92535,2480553,0.205000
92535,New.ReferenceOTU2,0.341000
92535,New.ReferenceOTU5,0.341000
92535,866280,0.545000
92535,1061772,0.455000
92535,4411138,0.591000
92535,New.ReferenceOTU326,0.455000
92535,4414257,0.250000
92535,New.ReferenceOTU552,0.568000
92535,4321559,0.568000
92535,190502,0.295000
92535,1122504,0.614000
92535,4446902,0.614000
92535,536866,0.409000
92535,572889,0.364000
92535,4466659,0.273000
92535,16195,0.273000
92535,271159,0.591000
92535,181155,0.341000
92535,4345285,0.500000
92535,246528,0.205000
92535,4319899,0.295000
92535,517754,0.318000
92535,4423790,0.500000
92535,4405869,0.364000
92535,4330849,0.295000
92535,208949,0.364000
92535,4388775,0.341000
92535,851799,0.364000
92535,New.ReferenceOTU330,0.318000
92535,New.ReferenceOTU701,0.568000
92535,4338372,0.273000
92535,4387092,0.227000
92535,4407197,0.205000
92535,4358566,0.227000
92535,4337755,0.318000
92535,226338,0.364000
92535,238830,0.250000
92535,4303213,0.250000
92535,284123,0.545000
92535,New.ReferenceOTU568,0.545000
92535,1000547,0.568000
92535,4439398,0.523000
92535,4396235,0.250000
92535,557974,0.364000
92535,70728,0.545000
92535,862357,0.250000
92535,New.ReferenceOTU451,0.614000
92535,3801267,0.364000
92535,12574,0.364000
92535,3494917,0.318000
92535,4340454,0.227000
92535,4459021,0.205000
92535,4465561,0.227000
92535,4466006,0.432000
92535,187418,0.273000
92535,New.CleanUp.ReferenceOTU252119,0.250000
92535,269930,0.477000
92535,4321396,0.205000
92535,269907,0.477000
92535,815573,0.455000
92535,4404220,0.386000
92535,4396519,0.432000
92535,4353264,0.477000
92535,70512,0.432000
92535,4410401,0.591000
92535,New.ReferenceOTU624,0.273000
92535,1006464,0.295000
92535,132661,0.295000
92535,513646,0.568000
92535,1069592,0.227000
92535,New.ReferenceOTU97,0.614000
92535,4297222,0.227000
92535,New.ReferenceOTU712,0.591000
92535,4316391,0.591000
92535,4422456,0.432000
92535,526804,0.568000
92535,4460404,0.432000
92535,4339160,0.409000
92535,298862,0.523000
92535,4458959,0.568000
92535,109413,0.250000
92535,4315974,0.318000
92535,4425214,0.614000
92535,4323555,0.341000
92535,4318122,0.500000
92535,4045626,0.318000
92535,New.ReferenceOTU28,0.341000
92535,4424239,0.568000
92535,New.ReferenceOTU477,0.386000
92535,New.ReferenceOTU577,0.273000
92535,250302,0.227000
92535,677165,0.273000
92535,4455767,0.614000
92535,4453501,0.614000
92535,4307484,0.568000
92535,4465803,0.273000
92535,736957,0.227000
92535,4442130,0.614000
92535,4335450,0.295000
92535,576819,0.250000
92535,4307391,0.591000
92535,1017181,0.500000
92535,New.CleanUp.ReferenceOTU270648,0.227000
92535,4318671,0.545000
92535,4309301,0.614000
92535,New.ReferenceOTU438,0.364000
92535,1696853,0.500000
92535,4477696,0.591000
92535,4309764,0.295000
92535,4441855,0.205000
92535,4418243,0.273000
92535,New.ReferenceOTU546,0.205000
92535,New.ReferenceOTU549,0.386000
92535,New.ReferenceOTU221,0.205000
92535,145009,0.273000
92535,3569942,0.295000
92535,864465,0.523000
92535,2654263,0.205000
92535,New.ReferenceOTU81,0.591000
92535,4473295,0.205000
92535,1015518,0.227000
92535,584109,0.409000
92535,4452538,0.250000
92535,4294457,0.568000
92535,4439603,0.614000
92535,227343,0.477000
92535,New.ReferenceOTU462,0.341000
92535,166079,0.295000
92535,New.ReferenceOTU500,0.273000
92535,2953981,0.409000
92535,4404577,0.273000
92535,4428313,0.205000
92535,3384047,0.477000
92535,4306048,0.545000
891034,92535,0.250000
891034,New.ReferenceOTU5,0.205000
891034,866280,0.341000
891034,1061772,0.295000
891034,4411138,0.364000
891034,New.ReferenceOTU326,0.250000
891034,New.ReferenceOTU552,0.341000
891034,4321559,0.295000
891034,1122504,0.364000
891034,4446902,0.341000
891034,572889,0.227000
891034,271159,0.364000
891034,4345285,0.318000
891034,4319899,0.205000
891034,4423790,0.318000
891034,New.ReferenceOTU701,0.295000
891034,226338,0.250000
891034,284123,0.295000
891034,New.ReferenceOTU568,0.295000
891034,1000547,0.295000
891034,4439398,0.318000
891034,557974,0.273000
891034,70728,0.341000
891034,New.ReferenceOTU451,0.364000
891034,12574,0.227000
891034,4466006,0.273000
891034,187418,0.250000
891034,269930,0.273000
891034,269907,0.341000
891034,815573,0.273000
891034,4404220,0.273000
891034,4396519,0.273000
891034,4353264,0.295000
891034,4410401,0.318000
891034,513646,0.295000
891034,New.ReferenceOTU97,0.341000
891034,New.ReferenceOTU712,0.318000
891034,4316391,0.318000
891034,526804,0.318000
891034,4460404,0.273000
891034,298862,0.318000
891034,4458959,0.341000
891034,4315974,0.227000
891034,4425214,0.364000
891034,4323555,0.250000
891034,4318122,0.295000
891034,4424239,0.318000
891034,4455767,0.341000
891034,4453501,0.364000
891034,4307484,0.364000
891034,4442130,0.364000
891034,576819,0.250000
891034,4307391,0.364000
891034,1017181,0.273000
891034,4318671,0.295000
891034,4309301,0.364000
891034,1696853,0.273000
891034,4477696,0.341000
891034,New.ReferenceOTU549,0.227000
891034,145009,0.227000
891034,864465,0.295000
891034,New.ReferenceOTU81,0.341000
891034,4294457,0.364000
891034,4439603,0.364000
891034,2953981,0.227000
891034,3384047,0.318000
2480553,92535,0.205000
2480553,New.ReferenceOTU2,0.250000
2480553,New.ReferenceOTU5,0.250000
2480553,866280,0.273000
2480553,1061772,0.273000
2480553,4411138,0.341000
2480553,New.ReferenceOTU552,0.318000
2480553,4321559,0.295000
2480553,1122504,0.341000
2480553,4446902,0.295000
2480553,271159,0.341000
2480553,4345285,0.273000
2480553,4423790,0.273000
2480553,New.ReferenceOTU701,0.295000
2480553,226338,0.250000
2480553,284123,0.295000
2480553,New.ReferenceOTU568,0.318000
2480553,1000547,0.273000
2480553,4439398,0.318000
2480553,70728,0.318000
